Word,Number Of Occurences,Number Of Steps
givin,1,2
diamonds,5,15
sentimentally,1,4
landscape,3,3
demosthenes,1,2
penny,8,8
cheerfully,24,24
pull,11,22
wax,3,3
way,211,211
thoughtfully,8,16
whoop,1,3
characterized,1,4
postmistress,1,1
vines,4,4
lockets,1,2
scientific,1,3
silently,6,6
prospered,2,4
sneezed,1,3
tank,1,4
familiar,11,11
promotes,1,2
terrible,1,3
kettleful,1,1
independent,7,14
topped,1,3
indolent,3,3
rudely,2,4
morose,1,3
idling,1,4
handle,5,5
musing,1,1
soothe,3,3
hebes,1,1
argument,3,6
companion,3,3
hesitation,1,2
leapfrog,1,3
quick,29,29
whisking,3,3
luncheon,3,6
gloomy,3,3
translation,1,2
madame,10,30
scrub,1,4
sauciest,1,5
confirm,1,1
assurances,3,3
tragedian,1,1
scenery,3,6
fastened,6,6
capers,1,2
metaphysical,3,9
blames,1,4
practice,9,9
merely,22,22
affirms,1,2
coffeepot,2,2
presiding,1,2
envying,1,1
preceded,1,2
inquiries,5,5
joanna,6,12
bandanna,2,6
snubs,1,4
tablecloth,1,1
washin,1,2
stonyhearted,1,3
cordially,3,3
engaged,8,16
rambler,2,6
meek,4,4
saintly,4,8
delved,1,3
weekly,10,10
sidle,1,2
election,1,3
kernal,2,8
prolonged,1,1
mange,5,10
flung,1,3
appointed,2,8
quoting,4,4
reminders,1,2
comforting,3,3
flinching,1,2
colic,1,3
things,212,212
blamed,2,4
stare,4,12
oranges,2,8
god,32,32
lasting,1,2
nothingness,1,3
more,344,344
furnished,3,3
mees,3,6
mercies,1,3
meet,28,28
delicious,9,18
fermented,1,1
offices,2,2
officer,1,1
stumped,1,2
tails,3,3
poetry,11,22
twisting,1,3
bib,4,16
detection,1,5
casts,2,2
bolted,3,6
bid,5,5
mourning,1,2
realize,3,3
big,89,89
said,827,827
stars,3,6
hesitating,1,1
start,13,26
flourishing,2,6
nearer,14,14
chuckled,1,2
chere,1,3
got,255,255
mort,1,2
dickens,5,5
unquiet,1,2
interrupted,7,7
differ,2,4
goodly,2,6
weathercock,5,5
sleepless,1,2
sail,6,6
proves,1,2
stalked,5,5
tape,1,2
bulbs,1,3
couples,3,3
scolds,1,1
sentiments,1,2
bit,48,48
dissatisfaction,2,2
exclusion,1,2
recognize,2,6
opinions,2,2
behaving,2,2
tucks,2,2
puns,1,2
wrought,4,12
malicious,2,8
absurd,13,13
uncle,19,38
cements,1,3
phantom,4,16
equal,8,8
subjection,2,4
cavendish,1,1
visiting,4,4
driving,2,4
morally,2,2
proved,14,28
exploring,1,3
race,6,6
forebearing,1,1
brotherly,8,8
wield,1,2
unfinished,4,12
sealed,3,3
nettled,4,8
serene,11,33
supporting,1,1
tying,2,4
plunge,2,6
sugar,13,13
players,1,2
keats,1,3
believing,5,5
rack,3,6
traitor,2,6
unlike,5,5
returned,70,70
hoarsely,1,2
entirely,20,20
moss,1,2
bared,1,3
most,151,151
tramped,3,6
hoist,1,3
quiet,70,70
renewed,1,2
dejected,1,3
confidante,2,2
fierce,4,4
initials,2,2
eager,15,15
buttons,10,10
misfortunes,1,2
mania,4,4
nettles,1,1
guilt,1,2
satisfaction,48,48
futurity,1,2
accomplish,2,2
madamoiselle,2,4
enjoyed,41,41
offending,2,4
exit,2,6
leaked,1,4
teachers,5,5
dispose,2,4
courtliness,1,3
shoulder,16,16
chess,1,2
forgetful,2,6
swarthy,1,4
state,40,40
chest,6,12
jiffy,3,3
misdemeanors,2,2
confidants,1,2
burdened,3,9
megs,52,52
heavier,2,4
dearest,18,54
perfume,2,8
claim,3,15
web,1,6
portions,2,14
charge,3,24
verse,3,3
pledged,1,2
wed,4,4
experiments,4,8
remorse,5,5
seriously,5,10
royal,2,6
molds,1,1
discussed,1,2
bough,2,6
pencils,4,4
behavior,4,8
scapegrace,1,3
distributed,1,1
shine,6,12
draperies,1,3
lead,11,11
observe,5,10
rumpled,3,3
leaf,4,4
revels,1,1
acknowledgment,1,2
thwart,1,1
whose,36,72
sake,20,60
travelling,1,4
restrain,3,15
relenting,2,12
revelations,1,7
pitty,3,24
letting,7,7
tidily,1,2
patroness,1,3
stability,1,4
wraith,1,5
diaries,1,6
interest,38,38
idle,14,14
older,13,26
leal,1,3
finish,16,16
shells,2,4
wet,15,15
however,31,62
taming,1,3
lean,3,12
consisting,1,1
leap,3,3
carpets,2,4
reluctant,2,2
thankful,1,1
long,217,217
pretense,3,6
chocolate,6,18
wiping,2,8
theyd,1,5
annie,16,16
labors,4,8
vessels,1,3
howled,1,4
readiest,1,5
knowledge,5,5
master,10,20
thumb,1,3
mental,3,3
souls,12,12
chin,11,11
families,4,8
honorary,1,3
inquisitive,3,12
tranquil,9,45
fortunately,5,5
redoubtable,1,2
rippling,1,3
mouf,1,4
disposed,4,4
tars,1,1
decorated,2,2
tart,1,2
relieved,16,16
interesting,18,36
idly,1,3
hill,13,13
spinning,3,3
snuff,1,2
hemlock,1,1
duchesses,1,2
fellows,16,16
demand,9,9
remorseful,3,3
rousing,3,3
crossbeam,1,2
badges,2,2
brow,5,10
chaperon,1,3
downcast,3,3
newspaperman,1,2
parley,1,3
straight,28,28
bookcases,1,2
drill,2,2
stretch,4,8
distracted,7,21
composure,2,8
willingly,2,10
clover,1,6
warmed,5,5
maids,10,20
tragedies,1,3
mozart,1,1
piece,12,12
reminder,2,4
energetic,9,27
afforded,3,3
advise,7,7
twice,6,12
uncomplaining,1,3
giggled,2,2
immediate,1,2
intently,1,3
warmest,1,4
gardens,5,5
abnegation,1,2
capabilities,1,3
cette,1,1
sixteen,6,6
cleared,11,22
saddens,1,3
task,14,14
mein,2,4
festivals,2,6
desirable,4,16
sketchbook,3,15
salt,3,3
obedience,3,6
look,238,238
sleep,34,68
repentant,3,9
greeting,3,3
dawdled,1,2
move,6,18
inevitability,1,4
pomonas,1,5
washed,1,1
packs,1,2
bryant,1,3
wrongdoing,2,8
smell,5,5
bustle,3,6
reminded,6,6
clutched,1,2
lorded,1,3
loop,1,4
kingdom,5,5
mildness,1,2
lizards,1,3
foreheads,1,1
accuracy,1,2
gifs,1,3
enchanted,1,1
gift,10,20
bracket,1,3
watchmans,1,4
peaceful,9,9
opposite,12,24
neglects,1,3
cooked,2,8
clearer,3,3
hieroglyphics,1,2
impatience,3,3
furbelows,2,4
prayers,8,8
private,21,21
bleak,1,2
same,36,36
sound,29,29
rag,7,7
pure,3,6
penance,1,3
stolen,1,1
outwits,1,2
denouncing,1,1
plates,4,4
cottage,1,2
blond,1,3
clutches,1,4
appearance,9,9
tasting,2,4
ankles,2,6
fumed,1,1
jobs,2,2
boldly,5,10
pretend,1,3
ran,44,44
ships,4,8
somewhat,16,16
acknowledged,1,2
entertaining,2,6
painters,2,8
dealt,1,5
begging,7,7
rap,3,6
open,42,42
freedom,7,14
fumbling,2,6
sprang,1,1
spouse,3,6
sitting,43,43
protege,1,2
flush,4,12
securing,1,4
rat,2,2
purr,1,2
milton,2,6
forefinger,2,8
palest,1,5
toodles,1,1
emphasize,1,2
asking,16,16
elaborate,1,2
agriculture,1,3
peggotty,1,4
chintz,1,1
legged,2,4
witness,2,2
ray,2,2
compose,3,6
valuables,1,1
concealment,1,2
niente,2,6
actually,20,20
regarding,7,14
rage,1,3
shelter,3,12
pleasures,7,7
storybook,3,6
heaviness,1,3
romance,23,23
night,88,88
shortsighted,3,6
bedclothes,1,1
dauber,1,2
sallied,1,1
audibly,1,2
stiffly,1,1
garden,42,84
tables,7,21
courteous,1,4
swinging,2,2
sand,1,2
replenished,1,1
sane,1,2
who,455,455
sang,23,23
hint,5,10
manly,5,15
convenient,2,8
drink,9,9
queerest,1,2
anywheres,1,3
canst,1,1
plume,2,4
assure,7,21
myrtle,1,4
excursions,2,10
masse,1,6
blood,5,5
push,2,4
energetically,3,9
sank,3,3
brooded,2,4
ramble,1,3
hotel,4,4
pranced,6,6
panting,2,4
checks,1,3
grocery,1,4
rebel,5,5
briskly,6,12
fingers,16,48
docile,3,12
southernwood,1,1
cropped,2,4
infectious,1,3
daubed,1,4
why,112,112
flute,2,4
idol,3,9
lilies,3,12
sallies,7,7
alluded,4,8
sentimental,19,19
field,10,20
customs,2,6
bloom,6,6
conjugal,1,2
plump,8,8
coachmen,1,2
sant,1,3
defeat,2,2
puss,2,4
spoken,13,13
bequeethe,2,4
bronze,2,6
marine,1,4
audible,1,5
ungrateful,3,3
telegram,6,12
headquarters,1,3
beset,1,4
plums,1,5
regiments,1,1
soldierly,1,1
irreproachable,1,2
handed,4,4
displeasure,2,2
rashness,1,2
rummage,4,4
literally,1,2
bob,2,2
balling,1,2
wig,3,9
plumy,1,4
amen,1,5
prompted,1,6
wiggle,1,7
gum,1,1
facts,4,8
quarterly,2,6
yellower,1,4
value,9,9
proportions,1,2
escorts,1,3
aplomb,1,4
bog,1,1
color,21,21
henpecked,1,2
win,7,7
noticed,1,2
turtle,1,3
kindness,12,12
sarcastic,1,2
gut,2,2
advanced,1,2
blarnerying,1,1
labor,9,9
sympathize,4,8
wheels,2,6
orations,1,1
bon,2,4
pussycat,1,1
birches,1,2
camphor,1,3
wit,1,4
sends,5,5
guy,3,6
madam,7,7
lord,11,11
granting,1,1
braver,1,2
shirt,1,3
survived,1,4
diving,1,1
mell,3,3
conventionalities,1,2
margaret,22,22
divine,9,18
bow,18,18
altered,5,5
box,22,44
excused,2,6
notices,1,4
boy,127,127
puts,2,4
bobbed,1,3
fibs,1,4
bosuns,1,5
filial,1,1
phillips,1,2
vista,1,3
factory,2,2
exclaimed,25,25
melt,4,8
grapes,3,9
snarled,2,2
hustle,1,2
hyde,1,1
dwell,1,2
tutors,3,3
theodore,5,5
crochet,1,2
nursing,2,2
anyones,2,2
nest,9,9
charlemagnes,1,2
devil,2,6
gayest,1,1
belshams,1,2
speaker,2,6
stays,1,1
rail,2,4
tricky,1,3
breakneck,1,4
annihilated,2,2
rain,16,16
health,16,32
okay,1,3
carpet,6,6
muttering,1,2
button,5,5
pansies,4,4
tricks,1,1
raven,1,2
husbands,5,15
meme,1,4
mustache,1,5
afraid,81,81
summer,22,44
entry,3,3
raphaels,2,4
spends,2,2
brotherhood,1,1
lose,10,10
philosophical,4,8
entering,2,2
left,95,95
wasnt,40,80
abstracted,1,3
colors,4,4
monday,4,8
comeliness,1,3
fancy,38,38
playtime,1,2
confinement,3,3
cruelty,1,2
garments,1,1
sipped,2,4
shirking,1,3
married,40,40
pities,1,2
reynolds,1,3
utensils,1,1
warehouse,1,2
losing,8,8
rodrigo,1,2
kirke,13,39
arms,43,43
leaped,1,1
movement,3,6
dreaded,4,12
rotten,2,2
twigs,1,2
loss,13,13
lost,45,45
eagle,3,6
army,11,11
blighted,5,10
manor,1,3
citron,1,4
guise,1,5
capitals,1,6
laboring,3,3
herbs,1,2
nets,2,6
flapping,4,4
discreet,2,4
elbows,5,5
velvet,8,16
confidant,3,9
sucking,2,8
lifelong,1,5
uneasily,1,6
red,50,50
protect,1,2
housewifely,5,5
pitied,3,3
kissing,5,5
fide,2,4
intent,2,6
committed,1,4
quilt,1,1
rested,10,20
mend,7,7
locked,6,12
placidly,2,6
sentiment,5,5
rousseau,1,1
rushing,5,5
passage,1,2
pensively,2,2
horribly,1,2
liberte,1,3
festooned,1,4
agree,17,17
profit,2,4
redress,1,3
legs,15,15
shutting,3,3
fearfully,1,2
surprise,40,40
simmering,3,6
artistic,16,48
expedition,2,8
disagreeable,6,6
impetuosity,1,2
accident,7,7
reached,11,11
everywhere,8,8
braid,2,4
intend,16,48
transfixed,1,4
hire,4,20
beings,4,24
mens,1,1
handling,1,2
bound,9,9
scandalized,6,12
chop,2,6
purchases,1,4
purchaser,1,1
poplin,2,2
clarens,1,2
tipsy,2,2
lots,4,4
dilapidated,4,4
tuckers,1,2
muffin,1,3
nineteen,4,4
heavily,2,4
distasteful,2,6
signed,2,8
maintop,1,5
insinuation,1,1
ragamuffins,1,2
brain,3,3
liberty,7,7
teutonic,2,4
frowns,1,3
ends,7,7
partook,1,2
composer,2,6
classical,2,2
annoy,2,4
pious,2,2
continues,2,4
arrange,4,12
helter,1,1
matter,43,43
sprain,1,2
shunned,1,3
garcons,1,4
neuralgia,1,1
imagined,9,9
loud,12,24
comings,2,6
distracting,3,3
emphasis,1,2
comprehension,1,3
much,373,373
toasting,2,4
possessed,32,96
babys,4,16
careless,4,4
composed,14,28
values,1,3
needful,1,1
amid,1,2
charged,2,2
poetic,2,4
coachman,1,3
amie,1,4
america,8,8
subjugated,1,2
continued,15,15
roderigo,12,24
sniffed,3,9
languages,3,12
loquacity,1,5
handkerchiefs,6,6
yonder,1,2
coaxing,1,3
softens,1,1
embracing,1,2
tower,9,9
helping,12,24
colliery,1,3
providing,1,1
wholesale,2,4
large,16,16
preparatory,2,4
concerts,3,9
bodyguard,1,4
never,375,375
fidgety,6,12
meteor,1,3
wrapped,5,5
valued,6,12
pausing,6,18
charger,1,1
avigdors,1,1
practicing,3,3
civilly,2,4
juice,1,3
glittering,2,2
hiss,2,4
fidgets,3,3
unbroken,4,8
editors,1,3
sash,4,4
john,159,318
insinuating,1,3
docility,2,8
assume,2,2
south,2,2
reasoned,2,4
interfere,4,4
clara,4,4
tempests,1,2
nosegays,1,3
mad,8,8
distressed,3,6
mounted,4,12
bulls,1,4
mermaid,2,2
dears,3,6
nosed,1,3
love,211,211
susies,1,2
editor,3,3
wrapper,2,4
sofas,1,1
oysters,2,2
generosity,2,4
jeameses,1,3
basking,1,4
deary,6,6
man,142,142
article,6,12
nobility,4,12
mystified,1,4
sweeping,3,15
brake,2,2
school,29,29
creatures,11,22
juicy,1,3
arabian,1,4
blots,2,10
map,1,6
lawrence,2,2
govern,1,2
voluntarily,3,9
foundation,2,8
according,6,6
corridor,1,2
bemoan,1,3
mar,1,4
hoods,1,1
mounting,2,4
stableman,2,6
anglais,1,4
noses,3,3
mat,1,2
slap,4,12
illustrated,1,1
news,22,22
mended,5,10
heres,23,69
discreetly,2,2
clasped,3,6
blotted,3,9
employment,2,8
may,148,148
played,26,52
penetration,1,3
imagine,11,11
sensation,5,10
lawns,1,1
contented,17,17
replaced,4,8
sphinx,2,6
hits,1,4
join,10,10
girlish,10,20
clearly,1,3
rejoice,2,2
mails,1,1
rocked,3,6
determination,2,2
governed,1,1
blindly,3,6
squeezed,5,15
ours,9,9
rustled,3,6
flatteringly,1,3
flounces,1,4
manfully,6,6
peacock,3,6
capacious,2,6
instinctively,5,5
barricade,4,8
letter,53,53
honeysuckle,2,4
snodgrass,11,33
baron,2,8
sounding,3,3
unconscious,25,50
distaff,1,3
anecdotes,1,1
engineers,1,2
unmasked,1,3
complacent,1,4
clash,2,2
loverly,2,4
bolder,1,1
space,1,2
unmoved,1,3
caress,2,2
tempestuously,2,4
vaults,1,3
figs,1,4
aspect,5,5
beware,1,2
lambs,5,5
commandments,1,1
fallen,16,16
clasp,2,2
woe,7,14
buggy,1,1
untiring,1,2
schoolbooks,1,3
pillow,22,22
deficiencies,2,4
null,1,3
rang,6,6
class,7,14
october,3,9
theres,46,46
bud,3,6
dragging,1,3
proposed,16,16
reproving,1,2
delay,9,9
next,90,180
fringed,2,6
death,24,24
bug,1,2
rank,4,12
henshaw,1,4
rid,2,2
attacks,1,2
sancho,2,2
petulantly,6,12
intending,4,12
resist,7,28
won,7,35
surfeit,1,6
woo,1,1
ahem,1,2
rig,3,3
convincing,2,4
artist,11,11
teens,3,6
fiery,2,6
roundabout,1,4
contempt,2,2
mere,5,5
outmaneuvering,1,2
bun,1,3
vague,5,5
continent,3,6
wiped,5,5
belonged,5,5
conflict,1,2
unfolded,2,2
sprouted,1,1
slightly,2,4
bus,2,6
vexed,2,8
but,1464,1464
skillfully,2,4
destroy,2,2
separation,3,6
wretches,2,2
olive,1,2
tramping,4,4
tuned,1,2
relieve,1,3
hospitality,3,12
illuminations,1,5
virtuous,4,4
contributions,6,12
knife,3,9
ambiguity,1,4
buy,22,22
although,7,14
russians,1,1
retorted,4,4
doubts,11,22
snivel,1,3
hindrances,1,4
craggy,1,5
swallows,1,1
hotly,1,2
riz,2,2
punished,3,3
peacocks,4,4
swartz,1,2
surprisingly,1,3
plaintive,3,3
refreshments,2,4
eldest,4,4
joke,27,54
vexes,1,3
snowflakes,1,4
maybe,5,5
happiness,34,34
shadowed,1,2
whistle,4,4
drive,24,48
waste,8,24
abase,1,4
tunes,1,1
keen,5,10
save,15,15
keep,139,278
vibrated,2,6
catching,3,3
frolicked,4,8
inequality,1,3
request,2,8
reclined,1,1
demijohn,3,6
obligingly,1,3
unacknowledged,1,1
disgrace,3,3
folds,5,10
purchasers,1,3
pecking,3,3
hugged,7,7
stamped,2,2
shaken,6,6
thrown,7,14
mollusks,1,3
shakespeare,6,6
catch,12,12
blown,7,7
instance,1,1
plaint,1,1
where,138,138
whispering,10,10
mess,4,8
wheedled,2,6
kitten,2,2
blows,4,8
incoherent,2,6
motherhood,1,4
supported,1,1
adored,4,4
prejudice,2,4
torch,1,1
outgrown,2,2
quirk,1,1
claus,1,2
surrender,1,3
elders,3,3
plants,1,1
documents,1,2
toward,30,30
interview,2,4
labored,3,9
looming,1,4
lovelocks,1,1
rushes,2,4
richest,2,6
becoming,14,14
nuns,2,4
bernard,1,3
wheedler,1,1
prudent,4,8
mademoiselle,10,10
grief,13,26
occasion,11,33
celestial,4,4
uncles,1,2
unhappy,10,10
slighting,1,2
unnecessary,4,4
detained,3,6
skein,1,3
pace,9,9
covetousness,1,2
hansom,1,1
larks,6,6
charmante,1,2
nutshell,1,3
colonel,3,3
soreness,1,2
meg,634,634
rushed,16,16
pack,2,4
widowed,1,3
politicians,1,4
assortment,2,2
tomorrow,23,23
jackets,3,6
secrets,9,27
holder,5,5
pedro,6,12
designing,1,3
bumping,1,4
warble,1,1
chicken,4,8
men,45,45
harming,1,2
dreadfully,15,15
wrathfully,1,2
slept,7,21
arts,1,4
expense,2,10
plucky,2,12
throve,1,7
beckoned,6,6
cherub,3,6
twins,5,5
cheeriness,1,2
mes,3,9
met,21,21
sailor,1,2
banner,2,6
moping,1,4
routed,1,1
mighty,3,3
womankind,2,4
bunches,1,3
dissolving,1,4
ugly,10,10
lend,11,22
drowned,1,3
persuasion,2,8
confessed,9,9
confidingly,4,8
offers,5,5
trembling,7,7
rattlepated,2,4
englishmen,1,3
admonitory,1,4
apology,5,5
effectually,4,4
groceries,1,1
wisdom,6,6
fitness,1,1
opens,3,3
perusal,1,1
idleness,1,1
chestnut,8,8
sidling,1,2
wry,2,2
spritely,1,2
hagar,11,11
lent,4,8
kearney,2,2
unquenchables,1,1
vehement,1,2
girl,116,116
imperturbable,1,2
quite,181,181
travel,5,10
proposal,1,3
robert,1,4
cakies,2,10
exclaim,5,5
senna,1,2
drafted,1,1
midnight,3,6
dryly,1,3
orchards,1,4
suffer,5,5
choose,13,26
burden,12,12
shock,6,12
rare,1,3
pegging,2,2
claws,1,1
prudence,2,4
thinner,1,1
bye,2,4
privately,7,7
semioccasional,1,2
foibles,1,3
awhile,1,4
leisurely,4,4
hymn,4,8
blarneystone,1,3
panes,1,1
huffy,1,1
necessaries,2,2
jewelry,1,1
absent,11,11
establishing,1,2
geranium,1,1
sturdily,1,2
graduates,1,3
luck,2,2
fill,10,10
frankfurt,1,2
resolve,6,6
forboding,1,2
corpse,1,3
homeward,3,3
breakages,1,2
chessboard,1,1
arose,4,4
villains,1,2
says,52,156
coral,2,2
extinguish,1,1
oblivious,1,2
had,1063,1063
unseen,3,3
culprits,2,4
spares,2,6
killarney,2,2
haf,31,62
luggage,1,1
writ,1,2
urgency,1,1
graduated,1,2
retired,8,8
appetites,1,2
blushes,1,1
assert,3,6
enjoy,59,59
keeping,20,40
officers,2,6
rash,9,9
tantrums,1,2
tenderest,6,6
contradick,1,2
stubborn,1,1
cherry,4,8
butter,7,7
embalm,1,2
compliments,10,10
jeune,1,2
har,1,3
has,158,158
spared,5,5
hat,56,112
kicked,2,6
properties,1,1
marrying,2,4
delights,5,5
swarming,1,2
contradict,1,1
prevent,3,3
cultivating,1,2
hay,1,3
hopeful,10,10
blushed,8,16
distress,1,3
blent,1,4
obeyed,7,7
protested,2,4
chewing,2,2
garnet,1,2
roguish,1,3
corneliuss,1,4
defiant,2,10
respectfully,10,10
clanking,1,1
vaughn,5,10
scrollwork,1,1
recognized,1,2
freely,10,10
reglar,1,2
trooping,1,1
rascals,3,3
figuratively,2,4
occupants,1,1
masterful,1,1
revoir,1,2
lends,1,1
attached,2,4
wholly,2,2
committing,1,2
madly,1,3
bustling,1,1
twilight,12,12
believed,15,30
teeth,6,18
rate,7,28
rebuke,2,10
gits,1,1
womanliest,1,2
primitive,1,3
biscuits,1,1
elastic,1,1
philoprogenitiveness,1,2
dandies,2,2
genial,2,4
traitorous,2,6
toiling,1,4
rob,4,4
definition,1,2
unpardonable,2,6
ourselves,16,16
wails,1,2
glories,4,4
shoes,9,9
amount,5,10
mistress,11,33
adjourned,2,8
find,119,119
truest,1,2
pangs,1,3
fine,85,85
sights,1,2
cavalier,1,1
degeneracy,1,2
uncongenial,1,3
roi,1,1
august,2,2
encourage,1,2
occupying,1,3
amusements,2,2
rats,1,2
desolation,1,3
fireplace,2,2
romantic,15,30
selfishnesses,1,3
page,14,56
believes,2,10
conversations,5,5
worried,14,28
gadding,2,6
thoughts,27,27
crooked,1,1
patient,22,44
petulance,1,3
ad,1,4
needler,1,5
needles,5,5
slid,2,4
raptures,1,1
elysees,1,2
ladylike,4,4
confiscated,2,4
ah,26,78
removing,1,4
tournament,1,5
twirl,1,1
earlier,1,2
clusters,1,1
petulant,1,2
barrier,1,3
melting,1,1
row,19,38
repulsed,1,3
opera,6,6
threes,1,2
am,123,123
depart,2,4
an,463,463
neath,1,1
sacrificing,1,2
worries,13,13
purse,4,8
mis,3,9
discovered,24,24
slip,10,20
scribble,2,6
mit,1,4
reproachful,7,7
as,1969,1969
at,1052,1052
mix,1,1
tartly,1,2
avoided,2,6
au,1,4
mysterious,11,11
handful,3,6
englishman,2,6
trivial,1,1
penitent,9,18
illusion,3,9
refrigerator,2,2
outdone,1,2
havent,51,51
puritanical,1,2
horseback,1,1
glorify,1,2
control,7,7
liberties,3,6
trespass,1,3
regularity,4,4
expressionless,1,1
mildly,2,4
advice,26,26
timidly,2,4
unbelieving,1,3
give,132,132
regard,10,20
juvenile,2,2
be,995,995
tombs,2,4
disapproving,1,1
offend,2,4
setout,1,3
bravely,13,13
affectations,2,4
meantime,7,7
shapes,1,2
phrase,1,1
panic,3,6
roofs,1,3
gingerbread,8,8
epitaphs,1,2
candor,1,1
monastery,1,1
wants,13,13
switzerland,6,12
calamity,1,1
wherever,3,6
answering,2,6
protection,5,5
holders,2,4
affectedly,1,3
shrouded,2,2
corporal,1,2
distant,3,3
businessman,3,3
blued,1,2
drenching,1,3
ceremonious,1,1
sanginary,1,1
shaped,1,1
signing,1,2
shrine,4,12
nuts,3,3
expectant,2,4
slighted,1,3
bucket,1,4
turtledove,1,5
by,611,611
extremely,2,4
presently,28,28
decide,7,14
curtained,3,3
eclipse,2,4
repressed,1,3
beste,1,4
halls,1,1
quizzical,3,6
folks,14,14
maddening,1,2
protestations,1,3
appeared,48,48
paid,13,26
grocer,1,3
waiting,29,29
retire,1,2
match,11,33
animated,2,8
turtledoves,3,15
parkss,1,1
disgraced,5,10
livelier,1,3
weeds,1,4
place,99,99
unprofitable,1,2
judge,1,3
rashly,2,8
overflowing,2,2
charmingly,2,4
commons,1,3
bluer,1,4
homily,1,5
less,19,19
exertions,3,6
restrained,7,21
lest,10,10
derangement,1,2
doubly,2,2
purple,10,10
pail,3,6
garland,4,4
fastidious,3,6
sturdy,1,3
assiduity,1,4
pain,27,27
hed,12,12
envious,1,2
stralanguage,1,1
ravishingly,1,2
dainty,7,7
tongues,5,10
crushing,2,6
pair,44,44
provoking,3,3
reviews,1,2
spider,4,12
recreant,1,1
co,1,2
sense,36,36
assent,1,2
heiress,1,1
hem,3,3
commissions,2,4
tyrannize,1,3
trouble,56,56
certainly,18,36
clubroom,1,3
hen,2,8
figures,4,20
piety,2,12
heros,1,7
faithful,11,11
unheard,1,2
poles,1,3
charitable,1,4
hortense,3,3
socrates,1,2
her,3245,3245
sparkling,1,2
farmer,1,3
darkly,6,24
hes,62,62
grammatical,1,2
ache,4,4
double,5,10
perform,2,6
allowed,29,29
enemy,6,12
turnover,2,2
hev,2,4
crumpling,1,3
magnificently,1,1
forbear,1,1
convicted,1,2
what,475,475
hey,9,18
printed,6,18
anxiety,22,88
packets,1,1
turnovers,4,4
philosophic,3,6
reports,2,2
adhered,1,2
ornamental,1,3
lets,30,30
enough,96,192
faded,9,27
folly,5,20
shopped,2,2
de,8,16
fatigue,1,3
performing,1,4
busily,5,5
glasses,4,8
unassuming,1,3
josy,3,3
heloise,1,2
music,55,55
cultivate,2,4
risen,2,6
rigmarole,1,1
pokers,1,2
invent,1,3
overwhelming,2,2
persuasive,6,12
discovering,2,6
brave,13,13
directed,1,2
system,2,2
barbers,1,2
rises,2,2
mammas,3,6
do,692,692
shrill,3,3
portuguese,2,2
rattling,3,6
darkness,1,3
dr,7,7
purified,1,2
remonstrations,1,3
haired,4,4
fixedly,1,2
murmur,5,5
mathematical,1,2
du,2,2
newspapers,5,5
unsuspicious,2,4
surprising,2,6
byelow,1,4
pervaded,5,5
cravats,1,1
acid,1,1
fire,59,59
redclyffe,1,2
matronly,3,9
ascended,1,1
mated,1,2
daisys,3,9
hannah,114,114
cupboard,1,2
cornices,1,3
healed,2,2
permission,1,2
laurences,17,17
progress,5,5
bless,39,78
banditti,1,3
valleys,1,1
blest,2,4
starved,1,1
enemys,1,2
squeeze,4,4
firm,9,18
buried,6,6
ed,1,2
shylock,1,3
chestnuts,2,8
customary,1,5
ef,4,4
splashed,2,2
pumps,2,2
pilgrimage,2,4
enlightened,3,9
unsold,1,4
toilettes,1,5
goddesses,1,6
died,19,19
gentleness,2,4
fails,4,4
crossest,1,1
mates,2,4
afflicted,7,21
irritated,3,12
throng,4,20
threat,2,12
issuing,3,21
fessor,1,8
wicket,4,4
pinning,1,2
em,11,11
flourish,5,10
bridegroom,4,12
throne,2,8
convulsive,1,5
en,4,4
spectacles,8,16
theatre,2,6
mortal,8,32
spank,1,5
grimy,1,1
amazing,2,2
sugared,1,2
cab,1,1
wellingtons,1,2
exists,2,6
banisters,3,3
weller,4,8
roughshod,1,3
understands,1,4
inviting,8,8
attempts,4,8
general,18,18
flight,3,6
exhausted,3,3
mortifying,2,2
blinds,1,2
dies,3,3
promenaded,3,6
candle,1,3
grind,3,3
disagreement,1,2
infantile,2,6
remainder,1,1
flocks,1,1
blurred,2,4
wicked,17,17
parade,3,6
involved,2,6
can,258,258
fish,7,14
lexicon,1,3
bacchus,1,1
pale,26,26
cap,18,36
distributing,1,3
jour,1,4
wanderings,3,15
cherishing,2,12
perfect,26,26
gorgeous,7,14
moral,12,36
goal,1,4
continuing,1,1
grudging,1,1
damaged,5,10
unclasped,1,3
cat,9,9
earning,2,4
response,1,1
advisers,1,2
professorins,1,3
venturing,1,1
blooms,1,2
demanded,10,10
accomplished,12,24
palm,3,9
promenades,2,8
flame,2,2
idiot,1,2
sniffs,1,3
spoiled,30,30
fist,8,16
infinite,5,15
asters,1,4
degrading,1,1
service,9,18
thirty,15,15
unfeminine,2,4
belzoni,1,1
illumination,1,2
gilding,1,1
graphic,1,2
fo,2,2
samples,2,4
homelike,6,6
bagged,1,2
objectionable,2,2
soothing,5,10
blissfully,3,9
severe,4,4
umbrella,21,42
donkey,2,6
scattering,1,4
frostbitten,2,10
jove,3,18
damages,1,7
digest,1,8
ancients,2,2
gilded,2,2
wonderfully,5,10
chrysanthemum,1,1
battle,1,2
efening,2,6
cleaning,1,1
sahara,1,1
combs,1,2
rue,1,3
